outfit_id,product_name,brand,outfit_type,color,season,occasion,body_type,skin_tone,style_tag,price_inr,rating,num_reviews
675,Stone Wrap Maxi,Puma,maxi_dress,Stone,spring,party,hourglass,neutral,western_casual,3000,4.0,2641
676,Dark Grey Floral Maxi Dress,Zara,maxi_dress,Dark Grey,summer,party,hourglass,neutral,western_casual,1700,4.6,3622
677,Off-White Wrap Maxi,Rangmanch,maxi_dress,Off-White,spring,party,hourglass,neutral,western_casual,3700,4.0,3981
678,Tomato Red Tiered Maxi Dress,Only,maxi_dress,Tomato Red,spring,party,rectangle,warm,glam,3000,3.7,721
679,Saffron Wrap Maxi,HRX,maxi_dress,Saffron,spring,party,rectangle,warm,glam,1500,3.9,676
680,Warm Beige Floral Maxi Dress,Roadster,maxi_dress,Warm Beige,summer,party,rectangle,warm,glam,3300,3.5,4816
681,Gold Wrap Maxi,Biba,maxi_dress,Gold,autumn,party,rectangle,warm,glam,3000,3.9,4471
682,Tomato Red Tiered Maxi Dress,Mango,maxi_dress,Tomato Red,summer,party,rectangle,warm,glam,1600,4.7,4880
683,Warm Beige Wrap Maxi,Vero Moda,maxi_dress,Warm Beige,spring,party,rectangle,warm,glam,2800,4.2,3300
684,Sage Green Wrap Maxi,Nike,maxi_dress,Sage Green,summer,party,rectangle,cool,chic,3500,3.7,4261
685,Teal Wrap Maxi,Global Desi,maxi_dress,Teal,autumn,party,rectangle,cool,chic,3000,4.8,1247
686,Turquoise Tiered Maxi Dress,Biba,maxi_dress,Turquoise,autumn,party,rectangle,cool,chic,1600,4.6,1948
687,Cobalt Tiered Maxi Dress,Van Heusen Woman,maxi_dress,Cobalt,spring,party,rectangle,cool,chic,900,4.4,4292
688,Charcoal Slip Maxi Dress,Only,maxi_dress,Charcoal,spring,party,rectangle,cool,chic,4500,4.1,430
689,Ecru Floral Maxi Dress,Indya,maxi_dress,Ecru,spring,party,rectangle,neutral,western_casual,2800,4.4,2290
690,Khaki Wrap Maxi,Mango,maxi_dress,Khaki,spring,party,rectangle,neutral,western_casual,3400,4.0,4864
691,Ecru Tiered Maxi Dress,Mango,maxi_dress,Ecru,summer,party,rectangle,neutral,western_casual,4400,3.8,3374
